threshold,n,hits,hit_rate,wilson_low,wilson_high,enough_sample
0.55,78,36,0.46153846153846156,0.35532213417762043,0.5713655161126965,True
0.6,78,36,0.46153846153846156,0.35532213417762043,0.5713655161126965,True
0.65,78,36,0.46153846153846156,0.35532213417762043,0.5713655161126965,True
0.7,78,36,0.46153846153846156,0.35532213417762043,0.5713655161126965,True
0.75,65,29,0.4461538461538462,0.331693339691393,0.5666239568269913,True
0.8,35,18,0.5142857142857142,0.35568539626711626,0.6700601960874726,False
