ts,bot,epoch,prob,thr,modo,y
1770875519.391695,fulll47,1770875394,0.8,0.7470749130679585,ORDEN_REAL,1
1770875732.851403,fulll49,1770875726,0.8,0.7470749130679585,ORDEN_REAL,1
1770882471.175348,fulll46,1770882467,0.999999,0.7470749130679585,ORDEN_REAL,1
1770882604.130575,fulll46,1770882478,0.999999,0.7470749130679585,ORDEN_REAL,0
1770883313.231543,fulll48,1770883308,0.8,0.7470749130679585,ORDEN_REAL,0
1770883499.252258,fulll45,1770883365,0.8064182936943397,0.7470749130679585,ORDEN_REAL,1
1770884067.659351,fulll45,1770884061,0.8064516129032258,0.7470749130679585,ORDEN_REAL,0
1770885325.970765,fulll50,1770885320,0.8,0.7470749130679585,ORDEN_REAL,0
1770885458.12984,fulll50,1770885331,0.999999,0.7470749130679585,ORDEN_REAL,1
1770885588.460608,fulll49,1770885551,0.999999,0.7470749130679585,ORDEN_REAL,0
1770885724.388195,fulll50,1770885594,0.999999,0.7470749130679585,ORDEN_REAL,1
1770889220.4056,fulll50,1770889215,0.8064516129032258,0.7470749130679585,ORDEN_REAL,0
1770889355.225169,fulll45,1770889226,0.8386969688355426,0.7470749130679585,ORDEN_REAL,0
1770889523.451524,fulll46,1770889498,0.8761364567465022,0.7470749130679585,ORDEN_REAL,0
1770889667.49574,fulll46,1770889661,0.8064516129032258,0.7470749130679585,ORDEN_REAL,1
1770890257.040253,fulll50,1770890250,0.8,0.75,ORDEN_REAL,0
1770890388.410107,fulll45,1770890250,0.8,0.75,ORDEN_REAL,1
1770891748.654335,fulll49,1770891741,0.8571428571428571,0.75,ORDEN_REAL,0
1770891888.723975,fulll50,1770891762,0.7674418604651163,0.75,ORDEN_REAL,0
